Hour	Fe	CaO	SiO2	MgO	MnO	Al2O3	Tonnes
2931	33.22	6.91	5.28	3.46	2.52	1.01	336
2932	35.27	5.82	4.91	3.16	2.67	0.8	435
2933	35.13	5.35	5.95	2.99	2.61	0.89	132
2934	31.63	7.39	7.47	3.45	2.48	1.26	159
2935	27.64	9.2	9.85	4.26	2.21	1.36	248
2936	32.52	6.27	7.6	3.39	2.61	1.4	335
2937	34.02	5.79	6.06	3.31	2.61	1.06	259
2938	30.93	7.63	7.11	3.56	2.48	1.74	165
2939	28.7	10.53	7.3	3.81	2.27	1.74	172
2940	31.63	8.79	5.1	3.76	2.43	0.92	238
2941	30.42	10.41	4.05	4.27	2.36	0.67	305
2942	32.61	8.8	3.75	3.79	2.53	0.7	376
2943	32.27	8.34	5.05	3.47	2.49	0.93	219
2944	34.39	6.17	5.36	3.28	2.61	0.98	258
2945	28.48	11.29	3.76	5.14	2.26	1.3	310
2946	27.13	12.65	3.48	5.51	2.18	1.13	257
2947	33.44	6.54	5.8	3.32	2.50	1.03	224
2948	34.43	5.81	5.26	3.41	2.60	1.07	258
2949	33.96	6.18	5.55	3.42	2.58	0.98	310
2950	32.96	6.82	5.25	3.83	2.53	0.93	289
2951	32.46	7.73	5.43	3.71	2.50	1.02	257
2952	32.29	8.17	4.1	4.14	2.43	0.85	134
2953	31.35	9.51	3.14	4.6	2.45	1.01	289
2954	31.72	9.34	2.69	4.84	2.48	0.78	272
2955	30.58	9.79	3.37	4.63	2.39	1.21	142
2956	31.56	9.27	3.38	4.74	2.43	0.91	207
2957	30.38	10.28	3.14	4.99	2.40	1.08	330
2958	29.41	11.44	2.59	5.28	2.38	0.85	332
2959	32.59	8.31	3.11	4.4	2.50	1.18	206
2960	31.24	9.64	3	4.67	2.44	1.05	114
2961	33.11	8.59	2.07	4.53	2.44	0.69	340
2962	31.67	9.76	2.55	4.51	2.30	0.87	343
2963	32.16	9.1	3	4.3	2.32	1.01	192
2964	29.47	11.29	2.74	5.11	2.35	0.81	96
2965	28.22	11.96	3.1	5.22	2.26	1.13	189
2966	34.92	5.87	4.1	3.96	2.70	0.81	388
2967	35.18	5.59	3.75	3.96	2.71	0.77	346
2968	35.61	5.43	3.63	3.83	2.78	0.76	354
2969	34.81	5.95	3.71	4.1	2.69	0.72	415
2970	28.59	11.98	2.32	5.46	2.35	0.7	114
2971	28.69	11.48	3.04	5.46	2.31	0.95	162
2972	31.88	9.72	1.96	4.71	2.52	0.71	214
2973	28.04	12.43	3.3	5.23	2.23	0.82	288
2974	30.27	10.39	3.14	4.98	2.47	0.73	279
2975	34.84	6.89	2.25	4.32	2.56	0.69	369
2976	34.14	6.48	3.57	4.2	2.65	0.83	433
2977	32.92	8.48	2.29	4.72	2.52	0.58	212
2978	35.17	5.48	4.47	3.81	2.69	0.73	184
2979	35.42	6.53	2.37	4.07	2.56	0.62	388
2980	30.46	9.22	4.91	4.4	2.38	1.44	284
2981	32.25	7.64	4.96	3.68	2.45	1.42	264
2982	30.33	9.44	5.23	3.95	2.43	1.48	211
2983	32.24	7.34	5.25	3.77	2.48	1.31	186
2984	30.17	10.55	4.31	4.05	2.36	1.03	206
2985	34.1	6.93	3.7	4.11	2.58	0.85	326
2986	31.65	9.23	4.09	4.16	2.43	0.86	305
2987	29.96	11.3	3.67	4.17	2.26	0.94	340
2988	29.68	12.04	3.48	4	2.25	0.92	293
2989	30.86	10.37	3.58	4.18	2.35	0.84	281
2990	30.32	10.44	3.34	4.86	2.38	0.85	211
2991	29.67	11.69	2.95	4.49	2.38	0.77	331
2992	29.65	11.61	3.07	4.48	2.41	0.6	329
2993	30.28	10.1	4.03	4.61	2.43	0.77	216
2994	32.54	8.39	4.29	3.66	2.57	1	190
2995	31.3	9.13	4.61	3.87	2.39	1.19	331
2996	31.19	9.86	3.61	4.16	2.47	0.76	301
2997	30.36	9.9	4.62	4.21	2.32	1.01	281
2998	31.1	9.45	4.16	4.14	2.40	0.95	251
2999	30.23	9.47	5.76	3.83	2.26	1.41	317
3000	30.33	9.62	4.62	4.25	2.27	1.27	309
3001	31.1	9.6	4.03	4.01	2.39	1.12	220
3002	31.71	8.05	5.32	3.75	2.36	1.61	269
3003	31.44	7.87	5.14	4.2	2.34	1.49	212
3004	25.75	14.11	4.63	4.93	2.09	0.95	321
3005	29.69	10.32	4.84	4.3	2.34	0.91	295
3006	30.49	11.29	2.38	4.54	2.38	0.6	65
3007	29.43	11.68	3.3	4.32	2.34	0.79	214
3008	33.64	6.6	5.22	3.69	2.67	1.05	290
3009	34.24	5.5	5.52	3.46	2.58	1.44	211
3010	33.71	6.4	5.04	3.65	2.60	1.2	211
3011	32.29	7.16	6.1	3.48	2.44	1.45	270
3012	32.96	6.93	5.7	3.46	2.44	1.41	384
3013	32.78	6.74	5.86	3.59	2.39	1.55	298
3014	32.02	8.45	5.32	3.63	2.34	1.31	264
3015	31.97	8.02	5.29	3.77	2.27	1.55	346
3016	32.99	7.23	5.48	3.49	2.35	1.28	313
3017	33.59	6.23	5.6	3.58	2.34	1.36	166
3018	32.8	7.37	5.21	3.69	2.31	1.28	282
3019	31.31	8.56	6.23	3.48	2.17	1.55	337
3020	30.34	9.07	6.88	3.55	2.20	1.49	342
3021	31.49	7.88	6.42	3.76	2.21	1.41	322
3022	34.13	5.93	5.16	3.54	2.41	1.38	227
3023	29.86	9.69	5.84	3.85	2.13	1.72	371
3024	31.66	7.82	5.75	3.75	2.23	1.71	432
3025	29.31	9.23	7.86	3.68	2.09	1.92	249
3026	31.63	8.05	5.97	3.68	2.41	1.45	359
3027	31.21	8.58	5.73	4.04	2.39	1.15	305
3028	31.76	8.45	4.56	3.99	2.47	0.89	373
3029	30.59	10.35	4.11	3.94	2.40	0.81	335
3030	32.74	7.46	5.15	3.78	2.56	1.03	195
3031	29.31	11.58	4.02	4.4	2.27	0.78	118
3032	30.69	9.51	5.14	3.98	2.38	1.21	327
3033	32.12	8.32	4.63	4.15	2.49	0.93	239
3034	34.55	4.97	6.25	3.59	2.58	1.17	319
3035	33	7.09	5.43	3.99	2.49	1.02	345
3036	34.56	4.42	7.32	3.4	2.56	1.39	478
3037	34.54	4.41	7.11	3.48	2.57	1.26	483
3038	35	5.15	5.23	3.54	2.63	0.93	250
3039	33.89	6.46	5.11	3.64	2.62	0.97	237
3040	33.86	5.16	6.74	3.59	2.57	1.31	428
3041	34.49	5.56	5.58	3.66	2.62	0.95	496
3042	33.06	6.47	5.77	3.89	2.48	1.09	263
3043	33.15	6.75	5.57	3.79	2.50	0.95	316
3044	31.16	9.68	4.35	3.87	2.39	0.8	362
3045	32.3	8.81	4.03	3.94	2.47	0.78	304
3046	31.62	9.15	4.35	4.1	2.43	0.76	215
3047	32.04	8.31	4.88	4.05	2.52	0.83	253
3048	31.53	9.61	3.81	3.9	2.39	0.91	341
3049	31.87	7.38	5.92	4.46	2.43	1.05	324
3050	33.04	6.32	6.15	4.03	2.52	1.06	458
3051	30.88	10.75	3.21	4.22	2.23	0.84	270
3052	32.55	7.78	5.34	3.78	2.41	0.91	254
3053	32.33	7.03	6.22	3.73	2.48	1.3	402
3054	28.46	12.3	4.95	3.71	2.17	1.07	167
3055	32.54	7.98	5.67	3.61	2.43	0.88	361
3056	32.44	7.43	6.18	3.61	2.43	0.99	318
3057	29.08	10.45	6.57	3.91	2.22	1.18	259
3058	29.29	11.08	5.44	4.06	2.29	0.85	147
3059	33.87	5.86	6.11	3.47	2.61	0.88	438
3060	33.73	5.23	7.13	3.64	2.66	1.27	293
3061	30.49	7.18	9.41	3.59	2.39	1.51	222
3062	30.57	9.06	5.96	4.02	2.36	1.15	298
3063	35.91	4.35	5.31	3.52	2.74	1.07	298
3064	32.9	7.1	4.68	3.8	2.67	1.49	246
3065	32.2	8.49	4.22	3.8	2.45	1.16	290
3066	30.26	11.27	3.34	4	2.30	0.84	152
3067	31.7	9.47	3.31	4.15	2.41	0.82	318
3068	32.75	7.42	4.3	3.8	2.52	1.29	296
3069	29.33	10.55	4.32	4.96	2.31	0.92	262
3070	32.11	8.15	4.78	4	2.41	1.01	249
3071	34.4	5.79	4.84	3.88	2.67	0.89	520
3072	33.67	5.63	6.29	3.72	2.60	1.15	455
3073	34.05	5.63	5.98	3.69	2.60	1.09	359
3074	32.31	7.79	5.59	3.68	2.43	1.12	279
3075	33.12	5.43	7.37	3.73	2.60	1.43	347
3076	31.22	7.96	5.83	4.26	2.61	1.16	276
3077	33.18	6.76	5.46	3.71	2.62	1.09	188
3078	30.06	9.05	6.3	4.32	2.45	1.28	173
3079	32.15	6.79	6.63	3.78	2.58	1.38	328
3080	32.04	7.68	5.59	3.89	2.56	1.09	220
3081	30.42	7.98	6.74	4.11	2.47	1.58	182
3082	30.54	8.45	6.19	3.98	2.45	1.29	167
3083	32.32	8.14	4.12	4.05	2.60	0.85	269
3084	28.37	10.03	7.54	4.2	2.40	1.76	233
3085	31.92	8.25	4.46	4.33	2.57	0.97	220
3086	33.36	8.03	3.18	3.99	2.62	0.94	261
3087	32.55	8.25	4	3.87	2.54	1.04	328
3088	32.53	7.6	4.27	4.32	2.47	1.08	317
3089	34.2	5.06	5.5	3.96	2.56	1.56	244
3090	32.87	7.84	3.3	4.34	2.52	0.89	151
3091	34.49	5.52	4.3	4.1	2.61	1.21	210
3092	35.02	4.83	4.7	3.74	2.66	1.31	207
3093	32.47	7.76	4.24	3.98	2.43	1.22	126
3094	33.74	6.26	4.8	3.59	2.57	1.36	239
3095	30.19	9.81	4.46	4.08	2.35	1.53	278
3096	32.54	7.91	3.9	3.99	2.48	1.17	312
3097	32.51	7.57	4.03	4.18	2.53	1.31	186
3098	33.82	6.51	5.05	3.66	2.50	1.05	222
3099	34.53	6.8	3.88	3.61	2.60	0.75	380
3100	33.86	7.11	4.13	3.69	2.62	0.89	349
3101	37.08	3.85	4.08	3.36	2.74	0.81	313
3102	36.31	4.59	4.32	3.42	2.76	0.85	362
3103	36.73	4.38	3.72	3.46	2.78	0.78	368
3104	35.53	4.56	5.16	3.45	2.67	1.05	426
3105	36.2	4.34	4.49	3.53	2.76	0.82	324
3106	36.16	4.96	3.62	3.69	2.79	0.68	322
3107	35.41	4.6	5.61	3.45	2.72	1.08	461
3108	36.5	4.23	4.28	3.68	2.83	0.87	375
3109	35.33	4.69	5.17	3.68	2.72	1.16	206
3110	33.57	7.06	3.62	4.23	2.53	0.97	370
3111	33.01	7.71	3.23	4.37	2.62	0.88	97
3112	34.9	6.01	3.27	3.89	2.65	0.98	246
3113	35	5.63	3.91	3.92	2.75	0.9	144
3114	33.91	5.96	4.72	3.81	2.67	1.26	325
3115	36.3	4.55	4.05	3.52	2.84	0.99	293
3116	34.44	5.61	4.82	3.72	2.78	1.2	212
3117	33.86	5.9	5.28	3.65	2.66	1.36	281
3118	34.49	5.32	4.79	3.76	2.69	1.46	340
3119	35.54	4.15	5.22	3.5	2.74	1.52	336
3120	35.04	4.91	4.82	3.63	2.69	1.5	151
3121	31.14	8.57	3.89	4.74	2.41	1.28	251
3122	32.82	7.17	4.17	4.31	2.50	1.29	273
3123	31.74	8.63	3.56	4.62	2.45	1.08	144
3124	35.72	4.38	4.83	3.51	2.72	1.02	282
3125	35.62	4.95	4.53	3.62	2.71	0.86	318
3126	34.44	7.08	2.72	4.12	2.57	0.49	87
3127	33.51	6.67	4.34	4.04	2.54	1.15	324
3128	32.58	6.78	5.26	3.79	2.53	1.63	429
3129	32.68	6.63	5.67	3.81	2.53	1.38	201
3130	30.7	7.92	6.8	4.03	2.38	1.24	339
3131	32.64	6.18	6.73	3.68	2.36	1.42	336
3132	29.69	10.07	4.89	4.21	2.23	1.21	301
3133	35.13	4.92	5.11	3.53	2.63	1.16	238
3134	35.96	4.51	4.52	3.58	2.69	0.92	348
3135	31.75	9.65	3.13	4.12	2.31	0.64	278
3136	31.99	9.63	2.89	4.15	2.27	0.59	294
3137	33.63	6.69	5.23	3.56	2.69	0.93	298
3138	33.27	7.28	5.06	3.63	2.54	0.85	336
3139	32.42	9.19	3.3	3.9	2.41	0.68	325
3140	32.66	6.96	4.86	3.96	2.49	1.54	328
3141	31.79	8.48	4.05	4.26	2.43	1.04	246
3142	33.65	6.28	5.28	3.68	2.48	1.06	74
3143	32.51	8.45	3.59	4.34	2.35	0.81	196
3144	34.28	7.88	2.64	3.92	2.30	0.59	296
3145	32.29	9.63	3.13	3.91	2.25	0.81	253
3146	31.49	9.82	3.8	3.79	2.27	0.89	158
3147	33.42	7.9	3.84	3.75	2.47	0.88	226
3148	32.21	9.19	3.43	4.02	2.35	0.65	300
3149	30.98	10.29	3.87	3.87	2.34	0.83	266
3150	33.45	7.9	3.88	3.7	2.53	0.72	252
3151	32.64	8.33	4.25	3.7	2.52	0.78	182
3152	31.28	10.71	2.9	3.99	2.25	0.62	239
3153	36.1	3.96	4.99	3.46	2.69	1.28	394
3154	34.58	5.43	4.76	3.76	2.61	1.12	344
3155	32.05	7.64	4.97	4.11	2.41	1.09	179
3156	33.59	6.47	4.5	3.92	2.53	1.14	246
3157	33.43	6.54	4.59	4.01	2.56	1.42	404
3158	33.56	7.85	3.69	3.82	2.50	0.71	190
3159	33.88	6.39	4.91	3.66	2.50	0.96	180
3160	33.73	6.54	5	3.71	2.52	1.17	326
3161	33.65	6.31	5.39	3.58	2.52	1.28	245
3162	30.21	11.57	3.78	3.74	2.29	0.71	205
3163	31.19	10.66	3.05	4.06	2.22	0.71	414
3164	32.15	9.98	2.64	3.99	2.31	0.57	250
3165	33.44	8.1	3.43	3.8	2.43	0.62	277
3166	32.64	8.05	4.67	3.8	2.43	0.8	164
3167	32.16	9.88	2.7	4.07	2.32	0.52	370
3168	32.19	9.43	3.04	4.08	2.30	0.62	369
3169	33.17	8.43	2.83	4.01	2.36	0.59	187
3170	33.42	7.4	3.93	3.86	2.53	0.8	244
3171	34.18	5.91	4.83	3.74	2.56	1.16	327
3172	33.77	5.83	5.19	3.87	2.67	1.15	324
3173	31.96	8.18	4.96	3.81	2.56	1.17	302
3174	31.06	7.61	5.73	4.76	2.44	1.14	210
3175	31.92	7.32	5.39	4.28	2.49	1.28	292
3176	32.95	7.06	5.11	3.99	2.62	1.09	468
3177	31.04	8.96	3.96	4.54	2.43	1.1	302
3178	30.86	8.54	5.15	4.25	2.39	1.54	219
3179	30.41	9.5	4.3	4.25	2.36	1.47	322
3180	34.33	5.97	4.9	3.55	2.62	1.54	311
3181	33.35	6.16	5.26	3.85	2.52	1.47	290
3182	35.81	4.04	5.53	3.36	2.72	1.48	277
3183	36.1	3.91	5.25	3.4	2.72	1.45	362
3184	34.82	5.07	5	3.54	2.70	1.47	251
3185	35.82	4.88	4.32	3.49	2.79	0.92	170
3186	34.92	5.12	5.08	3.59	2.71	1.22	285
3187	35.32	4.77	4.75	3.7	2.76	1.2	346
3188	32.43	7.35	4.83	4.11	2.54	1.03	282
3189	32.02	8.15	4.35	4.4	2.54	0.86	347
3190	29.55	11.34	2.91	5.16	2.35	0.58	355
3191	27.75	12.36	3.41	5.43	2.20	0.7	310
3192	32.89	7.22	5.15	4.1	2.57	0.77	179
3193	32.06	7.43	5	4.32	2.48	1.02	364
3194	34.12	5.72	5.91	3.61	2.58	0.99	56
3195	27.94	11.07	5.4	4.93	2.30	1.28	339
3196	27	12.85	3.46	5.62	2.18	0.86	239
3197	24.77	15.22	2.61	6.6	1.96	0.45	257
3198	29.13	10.71	3.21	5.08	2.26	0.66	234
3199	32.07	8.71	3.45	4.59	2.50	0.7	240
3200	26.96	13.08	3.18	5.82	2.16	0.56	207
3201	36.51	4.08	4.56	3.43	2.79	0.87	356
3202	34.27	6.21	4.56	3.88	2.61	0.96	371
3203	31.42	9.27	4.09	4.09	2.45	0.95	152
3204	33.51	7.2	4.46	3.64	2.62	0.9	253
3205	35.21	6.38	3.42	3.64	2.67	0.68	276
3206	35.43	3.92	6.49	3.46	2.69	1.06	124
3207	31.05	8.52	5.73	4.36	2.50	1.09	226
3208	32.79	7.47	5	4.01	2.58	0.97	355
3209	32.41	7.96	4.62	3.89	2.52	1.02	153
3210	31.28	7.98	6.01	4.01	2.35	1.26	221
3211	24.26	14	6.27	5.22	1.87	1.55	273
3212	31.37	9.91	3.26	4.24	2.45	0.78	353
3213	31.57	8.46	4.88	4.26	2.49	1.06	300
3214	29.16	9.73	5.14	5.2	2.32	1.12	304
3215	34.55	5.65	4.81	3.79	2.67	1.15	349
3216	34.52	6.38	3.85	3.72	2.63	0.85	335
3217	33.49	7.48	3.28	4.22	2.58	0.76	239
3218	33.06	7.02	4.97	4.02	2.56	0.93	403
3219	35.23	5.33	4.39	3.61	2.66	0.87	334
3220	33.64	5.67	7	3.39	2.63	1.3	422
3221	33.9	6.05	5.55	3.47	2.69	1.04	322
3222	33.44	6.42	4.81	4.21	2.62	0.84	202
3223	34.56	5.2	5.07	3.75	2.71	0.99	214
3224	34.56	5.26	5.62	3.63	2.72	1.1	364
3225	33.49	7.64	3.44	4.02	2.61	0.72	462
3226	32.35	7.57	5.29	3.79	2.50	1.24	48
3227	33.22	6.81	5.18	3.81	2.57	1.17	246
3228	36.36	4	4.61	3.52	2.83	0.79	274
3229	34.53	5.18	5.44	3.82	2.70	1.11	505
3230	34.82	5.25	5.33	3.63	2.67	0.92	420
3231	33.28	5.74	6.58	3.67	2.61	1.05	214
3232	32.81	5.9	7.2	3.62	2.57	1.26	297
3233	33.9	4.98	7.12	3.38	2.65	1.37	436
3234	32.26	7.15	5.8	3.81	2.62	1.3	516
3235	33.22	6.25	5.84	3.71	2.63	1.32	305
3236	35.07	4.97	5.26	3.65	2.72	0.96	236
3237	34.13	6.63	4.16	3.92	2.65	0.88	325
3238	31.9	8.39	4.09	4.19	2.56	0.88	15
3239	33.24	6.74	5.82	3.67	2.65	0.98	358
3240	33.84	5.5	6.36	3.49	2.63	1.27	403
3241	34.65	6.12	4.38	3.68	2.75	0.83	353
3242	35.49	4.75	4.95	3.49	2.80	1.01	340
3243	35.99	4.17	5.11	3.52	2.85	0.85	203
3244	31.87	6.49	6.52	4.33	2.54	1.42	441
3245	33.62	6.22	5.03	3.86	2.70	1.01	387
3246	34.38	5.52	5.2	3.62	2.76	1.07	297
3247	33.25	6.68	5.11	3.88	2.67	1.16	299
3248	32.99	6.48	5.63	3.81	2.54	1.12	390
3249	27.11	11.7	5.84	4.57	2.01	1.76	327
3250	27.6	10.82	6.7	4.37	2.16	1.77	390
3251	32.31	7.24	6.15	3.71	2.53	1.33	161
3252	29.13	10.05	5.58	4.21	2.22	1.51	215
3253	31.04	8.23	6.02	3.85	2.44	1.39	385
3254	25.25	13.05	5.38	5.36	1.95	1.35	189
3255	25.53	13.85	4.09	5.5	1.96	1.06	179
3256	30.12	9.63	4.95	4	2.21	1.54	187
3257	26.06	12.58	5.02	5.2	1.95	1.38	175
3258	27.46	12.29	4.46	4.76	2.05	1.4	190
3259	28.33	10.99	5.41	4.25	2.05	1.76	147
3260	27.43	11.08	6.2	4.63	2.12	1.67	205
3261	28.3	10.2	6.27	4.33	2.10	1.78	273
3262	31.13	10.32	3.44	3.93	2.30	0.91	324
3263	29.1	12.55	2.99	4.15	2.21	0.72	318
3264	31.58	8.97	4.16	4.19	2.47	0.96	291
3265	33.04	7.74	3.96	3.8	2.53	0.73	127
3266	26.45	15.1	3.58	4.18	2.04	0.91	336
3267	27.73	11.21	5.06	4.96	2.16	1.35	161
3268	31.09	8.97	4.2	4.27	2.47	1.03	166
3269	34.64	5.1	4.83	4.07	2.63	1	27
3270	33.44	7.06	4.61	3.72	2.57	0.76	289
3271	33.44	5.77	6.22	3.62	2.56	1.3	329
3272	33.93	5.61	6	3.58	2.58	1.24	398
3273	34.08	5.71	5.59	3.6	2.56	1.18	291
3274	33.16	8.03	3.56	3.98	2.44	0.73	101
3275	31	11.14	3.17	3.81	2.30	0.73	242
3276	29.74	11.97	3.57	4.07	2.27	0.87	359
3277	31.98	9.87	2.88	3.97	2.35	0.65	237
3278	30.96	9.63	4.22	4.24	2.34	1.08	132
3279	30.2	10.71	3.78	4.15	2.25	0.92	272
3280	34.32	5.86	5.53	3.5	2.60	0.87	413
3281	33.97	6.15	5.55	3.48	2.61	1.02	257
3282	34.81	5.88	4.58	3.65	2.66	0.9	213
3283	31.89	8.68	5.56	3.43	2.49	1.21	315
3284	32.59	8.37	5.34	3.35	2.60	1.16	318
3285	25.84	15.54	3.39	4.13	2.03	1.16	275
3286	27.12	13.08	4.67	4.24	2.13	1.19	412
3287	29.54	12.04	3.62	3.98	2.22	0.92	273
3288	30.06	10.38	4.51	4.07	2.36	0.98	385
3289	31.07	9.39	4.76	3.87	2.53	1.11	162
3290	30.47	9.93	4.54	3.95	2.41	1.24	296
3291	32.6	8.45	3.88	3.83	2.57	0.96	164
3292	31.14	9.18	4.33	4.03	2.39	1.11	173
3293	32.34	7.58	5.31	3.83	2.48	1.09	258
3294	34.49	5.58	5.55	3.47	2.61	0.95	389
3295	27.76	13.6	5.9	3.05	2.27	1.58	354
3296	28.69	11.32	6.95	3.15	2.34	1.8	209
3297	30.27	9.93	6.31	3.47	2.39	1.42	257
3298	34.68	5.84	4.38	3.87	2.72	0.9	260
3299	35.16	5.2	4.48	3.78	2.81	1.07	273
3300	36.25	4.49	3.92	3.64	2.88	0.99	291
3301	36.26	4.15	4.27	3.61	2.88	1.06	277
3302	34.41	5.43	5.42	3.6	2.74	1.36	298
3303	35.05	5.84	3.84	3.78	2.72	0.99	208
3304	33.8	6.38	4.69	3.82	2.69	1.16	311
3305	34.25	5.39	5.61	3.67	2.69	1.16	246
3306	30.66	9.41	4.75	4.35	2.43	1.2	250
3307	33.32	5.56	7.03	3.22	2.52	1.74	298
3308	33.66	6.14	5.7	3.62	2.56	1.58	406
3309	34.74	4.53	6.02	3.31	2.65	1.67	255
3310	36.09	4.47	4.71	3.25	2.74	1.32	182
3311	34.65	4.17	7.02	3.11	2.61	1.91	256
3312	34.73	5.47	5.08	3.49	2.62	1.4	177
3313	35.39	4.5	5.45	3.23	2.67	1.52	238
3314	33.3	7.26	5.4	3.26	2.62	1.27	282
3315	28.73	11.52	6.46	3.34	2.31	1.74	375
3316	32.7	8.71	3.43	3.9	2.47	0.78	217
3317	28.19	12.61	3.71	4.39	2.10	0.98	140
3318	36.72	5.3	2.39	3.84	2.75	0.5	289
3319	35.31	6.27	2.35	4.22	2.67	0.63	227
3320	33.08	5.38	7.55	3.42	2.60	1.78	160
3321	36.6	5.17	2.71	3.9	2.80	0.56	302
3322	33.56	6.9	4.68	3.94	2.58	0.84	157
3323	34.86	6.21	3.87	3.61	2.70	0.71	178
3324	35.22	6.33	3.06	3.84	2.69	0.69	321
3325	36.45	4.96	3.37	3.57	2.75	0.64	180
3326	37.77	3.82	2.94	3.58	2.84	0.66	201
3327	36.72	4.4	3.67	3.58	2.72	0.68	190
3328	35.78	6.1	2.3	4.15	2.70	0.47	329
3329	37.47	4.02	3.46	3.57	2.81	0.74	317
3330	36.43	4.82	3.51	3.76	2.70	0.75	155
3331	34.8	6.58	2.74	4.18	2.63	0.6	129
3332	35.37	6.35	2.56	4.09	2.69	0.55	179
3333	35.08	4.03	6.5	3.45	2.74	1.47	325
3334	34.13	4.5	7.3	3.4	2.61	1.46	183
3335	35.74	4.27	5.23	3.53	2.71	0.81	178
3336	34.86	5.37	4.84	3.67	2.66	0.86	340
3337	34.05	7	2.88	4.24	2.61	0.6	411
3338	30.82	6.15	8.95	3.44	2.40	1.9	212
3339	30.41	7.13	8.77	3.62	2.36	2.1	271
3340	32.09	7.4	5.79	3.76	2.53	1.31	362
3341	33.29	6.52	5.42	3.69	2.54	1.24	288
3342	35.01	6.05	3.66	3.62	2.69	0.77	89
3343	34	5.69	5.58	3.43	2.63	1.52	225
3344	32.71	6.95	5.88	3.45	2.53	1.47	385
3345	34.7	5.04	5.45	3.36	2.69	1.5	281
3346	33.2	6.16	6.1	3.65	2.58	1.29	272
3347	33.44	5.26	7.15	3.5	2.54	1.6	319
3348	28.79	11.7	3.86	4.52	2.25	1.16	85
3349	28.57	11.93	4.87	4.07	2.13	1.25	283
3350	28.83	11.63	5.53	3.49	2.38	1.4	265
3351	28.56	12.38	5.22	3.48	2.21	1.31	116
3352	28.39	12.83	3.42	4.42	2.13	0.89	350
3353	35.78	4.99	4.39	3.52	2.72	0.77	196
3354	31.83	9.85	2.69	4.3	2.40	0.68	391
3355	28.44	12.69	2.53	5	2.16	0.62	273
3356	29.09	12.66	2.01	4.88	2.20	0.51	374
3357	31.63	10.11	2.06	4.65	2.34	0.53	430
3358	32.85	9.15	1.99	4.32	2.39	0.64	308
3359	34.41	7.56	1.9	4.28	2.47	0.58	229
3360	32.73	7.62	4.16	4.08	2.50	0.91	214
3361	30.64	10.5	3.26	4.3	2.31	0.9	312
3362	29.23	11.77	4.46	4.25	2.23	0.92	281
3363	27.99	13.27	4.06	3.97	2.18	1.07	82
3364	31.31	7.54	6.58	3.9	2.48	1.45	267
3365	31.91	7.89	5.27	3.95	2.49	1.1	111
3366	33.35	6.11	6.01	3.5	2.50	1.52	277
3367	33.88	6.03	5.29	3.54	2.66	1.14	266
3368	28.09	13.74	1.84	4.89	2.22	0.45	185
3369	30.51	10.55	3.37	4.32	2.34	0.83	233
3370	30.5	11.14	2.88	4.16	2.38	0.63	315
3371	33.02	7.06	4.89	3.82	2.44	1.3	93
3372	30.43	7.63	7.81	3.66	2.38	1.66	252
3373	30.85	8.14	6.4	3.85	2.40	1.53	230
3374	33.16	7.71	3.55	4.12	2.41	0.8	60
3375	31.99	8.31	4.65	3.96	2.44	0.98	283
3376	32.3	5.67	8.31	3.47	2.47	1.83	243
3377	34.24	4.39	6.68	3.34	2.58	1.66	212
3378	35.85	4.68	4.38	3.51	2.58	1.14	287
3379	36.66	3.15	5.3	3.28	2.60	1.32	167
3380	32.8	6.9	5.86	3.48	2.49	1.44	298
3381	33.93	6.29	5.16	3.69	2.57	0.98	302
3382	33.83	5.51	6.09	3.54	2.63	1.35	203
3383	30.72	7.06	7.92	3.78	2.31	1.75	110
3384	31.93	7.27	6.67	3.69	2.43	1.4	113
3385	31.15	9.42	4.08	4.29	2.32	0.92	154
3386	33.27	6.55	5.22	3.59	2.52	1.21	183
3387	30.88	6.94	7.98	3.64	2.36	1.95	242
3388	31.58	6.84	7.35	3.63	2.44	1.75	289
3389	32.46	7.75	4.8	3.96	2.52	1.11	331
3390	32.24	8.12	4.49	3.93	2.50	1.07	218
3391	32.72	8.15	3.89	3.9	2.50	0.92	212
3392	32.51	8.61	3.32	4.07	2.41	0.68	207
3393	32.17	6.37	6.93	3.74	2.48	1.67	152
3394	33.17	6.52	5.31	3.85	2.41	1.03	87
3395	29.6	12.49	1.97	4.53	2.29	0.33	115
3396	30.87	10.99	2.48	4.29	2.34	0.55	230
3397	30.36	11.8	2.18	4.4	2.36	0.34	89
3398	31.4	10.77	2.25	4.33	2.35	0.37	51
3399	30.23	11.1	2.58	4.6	2.32	0.55	187
3400	33.53	7.53	3.4	4.03	2.50	0.88	272
3401	33.96	7.1	3.33	3.86	2.53	0.78	275
3402	30.62	8.06	6.82	3.98	2.35	1.62	166
3403	33.16	7.12	4.77	3.71	2.52	1.09	290
3404	31.54	8.18	5.72	3.76	2.40	1.44	349
3405	31.55	8.79	5.04	3.94	2.53	0.92	310
3406	29.27	11.11	4.65	4.22	2.44	0.79	243
3407	28.31	13.52	2.21	4.73	2.34	0.5	188
3408	28.4	12.16	4.31	4.4	2.35	0.84	254
3409	32.22	6.74	6.98	3.69	2.56	1.38	276
3410	33.56	7.95	2.92	4.02	2.48	0.54	325
3411	33.22	7.43	4.19	3.81	2.48	0.99	264
3412	32.93	6.84	5.65	3.54	2.47	1.41	193
3413	32.51	6.67	6.08	3.81	2.39	1.42	204
